Accession,Strain_name,Year,Subtype,Host,Country,clade_global_phylogeny,general comments,tool_classification,"tool_mismatch (0=match, 999=noMatch)",clade_1A_MLsubset,match_1A_ML,clade_1B_MLsubset,match_1B_ML,clade_1C_MLsubset,match_1C_ML,clade_1A_MBsubset,match_1A_MB,clade_1B_MBsubset,match_1B_MB,clade_1C_MBsubset,match_1C_MB
CY086495,A/swine/Hong_Kong/1728/2002,2002,H1N1,Swine,Hong_Kong,1A.1.3,,1A.1.3,0,1A.1.3,match,,,,,,,,,,
CY086497,A/swine/Hong_Kong/1739/2002,2002,H1N1,Swine,Hong_Kong,1A.1.3,,1A.1.3,0,1A.1.3,match,,,,,1A.1.3,match,,,,
CY086499,A/swine/Hong_Kong/1742/2002,2002,H1N2,Swine,Hong_Kong,1A.3.3.1,,1A.3.3.1,0,,,,,,,,,,,,
CY086501,A/swine/Hong_Kong/1743/2002,2002,H1N1,Swine,Hong_Kong,1A.1.3,,1A.1.3,0,1A.1.3,match,,,,,,,,,,
CY086503,A/swine/Hong_Kong/1792/2002,2002,H1N1,Swine,Hong_Kong,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
CY086505,A/swine/Hong_Kong/1821/2002,2002,H1N2,Swine,Hong_Kong,1A.3.3.1,tool mismatch,1A.3.3,999,1A.3.3.1,match,,,,,,,,,,
CY086507,A/swine/Hong_Kong/1822/2002,2002,H1N2,Swine,Hong_Kong,1A.3.3.1,tool mismatch,1A.3.3,999,,,,,,,,,,,,
CY086509,A/swine/Hong_Kong/3/2003,2003,H1N1,Swine,Hong_Kong,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
CY086511,A/swine/Hong_Kong/19/2003,2003,H1N1,Swine,Hong_Kong,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
CY086513,A/swine/Hong_Kong/54/2003,2003,H1N1,Swine,Hong_Kong,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
CY086515,A/swine/Hong_Kong/142/2003,2003,H1N1,Swine,Hong_Kong,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
CY086517,A/swine/Hong_Kong/NS111/2003,2003,H1N1,Swine,Hong_Kong,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
CY086519,A/swine/Hong_Kong/198/2003,2003,H1N1,Swine,Hong_Kong,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
CY086521,A/swine/Hong_Kong/NS152/2003,2003,H1N1,Swine,Hong_Kong,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
CY086523,A/swine/Hong_Kong/NS160/2003,2003,H1N1,Swine,Hong_Kong,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
CY086525,A/swine/Hong_Kong/NS162/2003,2003,H1N1,Swine,Hong_Kong,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
CY086527,A/swine/Hong_Kong/NS164/2003,2003,H1N1,Swine,Hong_Kong,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
CY086529,A/swine/Hong_Kong/NS172/2003,2003,H1N1,Swine,Hong_Kong,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
CY086533,A/swine/Hong_Kong/NS193/2003,2003,H1N1,Swine,Hong_Kong,1A.1.3,,1A.1.3,0,,,,,,,,,,,,
CY086535,A/swine/Hong_Kong/252/2003,2003,H1N1,Swine,Hong_Kong,1A.1.3,,1A.1.3,0,,,,,,,,,,,,
CY086537,A/swine/Hong_Kong/253/2003,2003,H1N1,Swine,Hong_Kong,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
CY086539,A/swine/Hong_Kong/266/2003,2003,H1N1,Swine,Hong_Kong,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
CY086541,A/swine/Hong_Kong/271/2003,2003,H1N1,Swine,Hong_Kong,1A.1.3,,1A.1.3,0,1A.1.3,match,,,,,,,,,,
CY086543,A/swine/Hong_Kong/280/2003,2003,H1N1,Swine,Hong_Kong,1A.1.3,,1A.1.3,0,1A.1.3,match,,,,,,,,,,
CY086547,A/swine/Hong_Kong/NS392/2003,2003,H1N2,Swine,Hong_Kong,1A.1.3,,1A.1.3,0,1A.1.3,match,,,,,,,,,,
CY086549,A/swine/Hong_Kong/556/2003,2003,H1N2,Swine,Hong_Kong,1A.1.3,,1A.1.3,0,1A.1.3,match,,,,,1A.1.3,match,,,,
CY086551,A/swine/Hong_Kong/567/2003,2003,H1N1,Swine,Hong_Kong,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
CY086553,A/swine/Hong_Kong/NS562/2003,2003,H1N2,Swine,Hong_Kong,1A.1.3,,1A.1.3,0,1A.1.3,match,,,,,,,,,,
CY086555,A/swine/Hong_Kong/NS563/2003,2003,H1N2,Swine,Hong_Kong,1A.1.3,,1A.1.3,0,1A.1.3,match,,,,,,,,,,
CY086557,A/swine/Hong_Kong/NS578/2003,2003,H1N1,Swine,Hong_Kong,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
CY086559,A/swine/Hong_Kong/NS579/2003,2003,H1N1,Swine,Hong_Kong,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
CY086561,A/swine/Hong_Kong/NS581/2003,2003,H1N1,Swine,Hong_Kong,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
CY086563,A/swine/Hong_Kong/NS587/2003,2003,H1N1,Swine,Hong_Kong,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
CY086565,A/swine/Hong_Kong/NS591/2003,2003,H1N1,Swine,Hong_Kong,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
CY086567,A/swine/Hong_Kong/NS595/2003,2003,H1N1,Swine,Hong_Kong,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
CY086569,A/swine/Hong_Kong/NS596/2003,2003,H1N1,Swine,Hong_Kong,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
CY086571,A/swine/Hong_Kong/847/2003,2003,H1N1,Swine,Hong_Kong,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
CY086573,A/swine/Hong_Kong/848/2003,2003,H1N1,Swine,Hong_Kong,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
CY086575,A/swine/Hong_Kong/849/2003,2003,H1N1,Swine,Hong_Kong,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
CY086579,A/swine/Hong_Kong/873/2003,2003,H1N1,Swine,Hong_Kong,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
CY086581,A/swine/Hong_Kong/881/2003,2003,H1N1,Swine,Hong_Kong,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
CY086583,A/swine/Hong_Kong/882/2003,2003,H1N1,Swine,Hong_Kong,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
CY086585,A/swine/Hong_Kong/886/2003,2003,H1N1,Swine,Hong_Kong,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
CY086589,A/swine/Hong_Kong/NS619/2003,2003,H1N2,Swine,Hong_Kong,1A.3.3.1,,1A.3.3.1,0,,,,,,,,,,,,
CY086591,A/swine/Hong_Kong/987/2003,2003,H1N2,Swine,Hong_Kong,1A.1,,1A.1,0,1A.1,match,,,,,1A.1,match,,,,
CY086593,A/swine/Hong_Kong/1186/2003,2003,H1N1,Swine,Hong_Kong,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
CY086595,A/swine/Hong_Kong/1190/2003,2003,H1N1,Swine,Hong_Kong,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
CY086597,A/swine/Hong_Kong/1213/2003,2003,H1N1,Swine,Hong_Kong,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
CY086599,A/swine/Hong_Kong/NS919/2003,2003,H1N1,Swine,Hong_Kong,1A.1.3,,1A.1.3,0,1A.1.3,match,,,,,1A.1.3,match,,,,
CY086601,A/swine/Hong_Kong/1370/2003,2003,H1N1,Swine,Hong_Kong,1A.1.3,,1A.1.3,0,1A.1.3,match,,,,,,,,,,
CY086603,A/swine/Hong_Kong/1373/2003,2003,H1N1,Swine,Hong_Kong,1A.1.3,,1A.1.3,0,1A.1.3,match,,,,,1A.1.3,match,,,,
CY086605,A/swine/Hong_Kong/NS977/2003,2003,H1N2,Swine,Hong_Kong,1A.1.3,,1A.1.3,0,1A.1.3,match,,,,,1A.1.3,match,,,,
CY086607,A/swine/Hong_Kong/NS978/2003,2003,H1N2,Swine,Hong_Kong,1A.1.3,,1A.1.3,0,1A.1.3,match,,,,,1A.1.3,match,,,,
CY086609,A/swine/Hong_Kong/NS984/2003,2003,H1N2,Swine,Hong_Kong,1A.1.3,,1A.1.3,0,,,,,,,,,,,,
CY086611,A/swine/Hong_Kong/1462/2003,2003,H1N2,Swine,Hong_Kong,1A.1.3,,1A.1.3,0,1A.1.3,match,,,,,,,,,,
CY086613,A/swine/Hong_Kong/1591/2003,2003,H1N2,Swine,Hong_Kong,1A.3.3.1,,1A.3.3.1,0,,,,,,,,,,,,
CY086615,A/swine/Hong_Kong/1598/2003,2003,H1N2,Swine,Hong_Kong,1A.3.3.1,,1A.3.3.1,0,1A.3.3.1,match,,,,,1A.3.3.1,match,,,,
CY086617,A/swine/Hong_Kong/1602/2003,2003,H1N1,Swine,Hong_Kong,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
CY086621,A/swine/Hong_Kong/NS1117/2003,2003,H1N1,Swine,Hong_Kong,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
CY086623,A/swine/Hong_Kong/NS1119/2003,2003,H1N1,Swine,Hong_Kong,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
CY086625,A/swine/Hong_Kong/NS1143/2003,2003,H1N1,Swine,Hong_Kong,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
CY086631,A/swine/Hong_Kong/1676/2003,2003,H1N1,Swine,Hong_Kong,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
CY086633,A/swine/Hong_Kong/1678/2003,2003,H1N2,Swine,Hong_Kong,1A.1.3,,1A.1.3,0,1A.1.3,match,,,,,,,,,,
CY086635,A/swine/Hong_Kong/1680/2003,2003,H1N2,Swine,Hong_Kong,1A.1.3,,1A.1.3,0,1A.1.3,match,,,,,,,,,,
CY086637,A/swine/Hong_Kong/1694/2003,2003,H1N1,Swine,Hong_Kong,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
CY086639,A/swine/Hong_Kong/1696/2003,2003,H1N2,Swine,Hong_Kong,1A.1.3,,1A.1.3,0,1A.1.3,match,,,,,,,,,,
CY086641,A/swine/Hong_Kong/1708/2003,2003,H1N1,Swine,Hong_Kong,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
CY086643,A/swine/Hong_Kong/1737/2003,2003,H1N1,Swine,Hong_Kong,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
CY086645,A/swine/Hong_Kong/1738/2003,2003,H1N2,Swine,Hong_Kong,1A.1.3,,1A.1.3,0,,,,,,,,,,,,
CY086649,A/swine/Hong_Kong/1751/2003,2003,H1N1,Swine,Hong_Kong,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
CY086651,A/swine/Hong_Kong/1754/2003,2003,H1N2,Swine,Hong_Kong,1A.1.3,,1A.1.3,0,1A.1.3,match,,,,,,,,,,
CY086653,A/swine/Hong_Kong/1755/2003,2003,H1N2,Swine,Hong_Kong,1A.1.3,,1A.1.3,0,1A.1.3,match,,,,,1A.1.3,match,,,,
CY086655,A/swine/Hong_Kong/1760/2003,2003,H1N2,Swine,Hong_Kong,1A.1.3,,1A.1.3,0,1A.1.3,match,,,,,1A.1.3,match,,,,
CY086657,A/swine/Hong_Kong/1772/2003,2003,H1N2,Swine,Hong_Kong,1A.1.3,,1A.1.3,0,,,,,,,,,,,,
CY086659,A/swine/Hong_Kong/1777/2003,2003,H1N2,Swine,Hong_Kong,1A.1.3,,1A.1.3,0,1A.1.3,match,,,,,1A.1.3,match,,,,
CY086661,A/swine/Hong_Kong/1797/2003,2003,H1N1,Swine,Hong_Kong,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
CY086663,A/swine/Hong_Kong/1801/2003,2003,H1N2,Swine,Hong_Kong,1A.1.3,,1A.1.3,0,,,,,,,,,,,,
CY086665,A/swine/Hong_Kong/1802/2003,2003,H1N2,Swine,Hong_Kong,1A.1.3,,1A.1.3,0,,,,,,,,,,,,
CY086667,A/swine/Hong_Kong/1809/2003,2003,H1N2,Swine,Hong_Kong,1A.3.3.1,,1A.3.3.1,0,1A.3.3.1,match,,,,,1A.3.3.1,match,,,,
CY086669,A/swine/Hong_Kong/1811/2003,2003,H1N2,Swine,Hong_Kong,1A.3.3.1,,1A.3.3.1,0,,,,,,,,,,,,
CY086671,A/swine/Hong_Kong/NS10/2004,2004,H1N2,Swine,Hong_Kong,1A.3.3.1,,1A.3.3.1,0,1A.3.3.1,match,,,,,1A.3.3.1,match,,,,
CY086673,A/swine/Hong_Kong/NS44/2004,2004,H1N2,Swine,Hong_Kong,1A.3.3.1,,1A.3.3.1,0,,,,,,,,,,,,
CY086675,A/swine/Hong_Kong/17/2004,2004,H1N2,Swine,Hong_Kong,1A.3.3.1,,1A.3.3.1,0,,,,,,,,,,,,
CY086677,A/swine/Hong_Kong/32/2004,2004,H1N2,Swine,Hong_Kong,1A.3.3.1,,1A.3.3.1,0,1A.3.3.1,match,,,,,,,,,,
CY086679,A/swine/Hong_Kong/35/2004,2004,H1N2,Swine,Hong_Kong,1A.3.3.1,,1A.3.3.1,0,,,,,,,,,,,,
CY086685,A/swine/Hong_Kong/40/2004,2004,H1N2,Swine,Hong_Kong,1A.3.3.1,,1A.3.3.1,0,1A.3.3.1,match,,,,,1A.3.3.1,match,,,,
CY086687,A/swine/Hong_Kong/NS67/2004,2004,H1N1,Swine,Hong_Kong,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
CY086689,A/swine/Hong_Kong/NS153/2004,2004,H1N2,Swine,Hong_Kong,1A.1.3,,1A.1.3,0,,,,,,,,,,,,
CY086691,A/swine/Hong_Kong/281/2004,2004,H1N2,Swine,Hong_Kong,1A.1.3,,1A.1.3,0,,,,,,,,,,,,
CY086693,A/swine/Hong_Kong/299/2004,2004,H1N2,Swine,Hong_Kong,1A.1.3,,1A.1.3,0,,,,,,,,,,,,
CY086695,A/swine/Hong_Kong/NS237/2004,2004,H1N2,Swine,Hong_Kong,1A.1.3,,1A.1.3,0,,,,,,,,,,,,
CY086697,A/swine/Hong_Kong/NS238/2004,2004,H1N2,Swine,Hong_Kong,1A.1.3,,1A.1.3,0,,,,,,,,,,,,
CY086699,A/swine/Hong_Kong/388/2004,2004,H1N1,Swine,Hong_Kong,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
CY086701,A/swine/Hong_Kong/400/2004,2004,H1N1,Swine,Hong_Kong,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
CY086705,A/swine/Hong_Kong/423/2004,2004,H1N1,Swine,Hong_Kong,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
CY086707,A/swine/Hong_Kong/428/2004,2004,H1N1,Swine,Hong_Kong,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
CY086709,A/swine/Hong_Kong/430/2004,2004,H1N1,Swine,Hong_Kong,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
CY086711,A/swine/Hong_Kong/433/2004,2004,H1N1,Swine,Hong_Kong,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
CY086713,A/swine/Hong_Kong/440/2004,2004,H1N1,Swine,Hong_Kong,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
CY086717,A/swine/Hong_Kong/NS322/2004,2004,H1N1,Swine,Hong_Kong,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
CY086719,A/swine/Hong_Kong/551/2004,2004,H1N2,Swine,Hong_Kong,1A.3.3.1,,1A.3.3.1,0,,,,,,,,,,,,
CY086721,A/swine/Hong_Kong/NS683/2004,2004,H1N2,Swine,Hong_Kong,1A.3.3.1,,1A.3.3.1,0,1A.3.3.1,match,,,,,,,,,,
CY086723,A/swine/Hong_Kong/1010/2004,2004,H1N2,Swine,Hong_Kong,1A.3.3.1,,1A.3.3.1,0,,,,,,,,,,,,
CY086725,A/swine/Hong_Kong/1100/2004,2004,H1N1,Swine,Hong_Kong,1A.3.3.1,,1A.3.3.1,0,1A.3.3.1,match,,,,,,,,,,
CY086727,A/swine/Hong_Kong/NS776/2004,2004,H1N2,Swine,Hong_Kong,1A.3.3.1,,1A.3.3.1,0,1A.3.3.1,match,,,,,,,,,,
CY086729,A/swine/Hong_Kong/NS777/2004,2004,H1N2,Swine,Hong_Kong,1A.3.3.1,,1A.3.3.1,0,,,,,,,,,,,,
CY086731,A/swine/Hong_Kong/NS788/2004,2004,H1N2,Swine,Hong_Kong,1A.3.3.1,,1A.3.3.1,0,1A.3.3.1,match,,,,,,,,,,
CY086733,A/swine/Hong_Kong/1152/2004,2004,H1N2,Swine,Hong_Kong,1A.3.3.1,,1A.3.3.1,0,,,,,,,,,,,,
CY086735,A/swine/Hong_Kong/1354/2004,2004,H1N1,Swine,Hong_Kong,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
CY086737,A/swine/Hong_Kong/NS914/2004,2004,H1N2,Swine,Hong_Kong,1A.1.3,,1A.1.3,0,,,,,,,,,,,,
CY086739,A/swine/Hong_Kong/NS917/2004,2004,H1N2,Swine,Hong_Kong,1A.1.3,,1A.1.3,0,,,,,,,,,,,,
CY086741,A/swine/Hong_Kong/1437/2004,2004,H1N2,Swine,Hong_Kong,1A.1.3,,1A.1.3,0,,,,,,,,,,,,
CY086743,A/swine/Hong_Kong/1441/2004,2004,H1N2,Swine,Hong_Kong,1A.3.3.1,,1A.3.3.1,0,1A.3.3.1,match,,,,,,,,,,
CY086745,A/swine/Hong_Kong/NS1000/2004,2004,H1N2,Swine,Hong_Kong,1A.1.3,,1A.1.3,0,1A.1.3,match,,,,,1A.1.3,match,,,,
CY086747,A/swine/Hong_Kong/1472/2004,2004,H1N2,Swine,Hong_Kong,1A.3.3.1,,1A.3.3.1,0,,,,,,,,,,,,
CY086749,A/swine/Hong_Kong/NS1157/2004,2004,H1N1,Swine,Hong_Kong,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
CY086751,A/swine/Hong_Kong/NS1160/2004,2004,H1N1,Swine,Hong_Kong,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
CY086753,A/swine/Hong_Kong/NS1161/2004,2004,H1N1,Swine,Hong_Kong,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
CY086755,A/swine/Hong_Kong/NS1162/2004,2004,H1N1,Swine,Hong_Kong,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
CY086757,A/swine/Hong_Kong/NS1163/2004,2004,H1N1,Swine,Hong_Kong,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
CY086759,A/swine/Hong_Kong/NS1164/2004,2004,H1N1,Swine,Hong_Kong,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
CY086763,A/swine/Hong_Kong/1725/2004,2004,H1N2,Swine,Hong_Kong,1A.3.3.1,,1A.3.3.1,0,,,,,,,,,,,,
CY086765,A/swine/Hong_Kong/1751/2004,2004,H1N1,Swine,Hong_Kong,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
CY086767,A/swine/Hong_Kong/1778/2004,2004,H1N1,Swine,Hong_Kong,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
CY086769,A/swine/Hong_Kong/21/2005,2005,H1N2,Swine,Hong_Kong,1A.1.3,,1A.1.3,0,1A.1.3,match,,,,,1A.1.3,match,,,,
CY086771,A/swine/Hong_Kong/NS62/2005,2005,H1N1,Swine,Hong_Kong,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
CY086773,A/swine/Hong_Kong/NS63/2005,2005,H1N1,Swine,Hong_Kong,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
CY086775,A/swine/Hong_Kong/NS70/2005,2005,H1N1,Swine,Hong_Kong,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
CY086777,A/swine/Hong_Kong/NS77/2005,2005,H1N1,Swine,Hong_Kong,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
CY086779,A/swine/Hong_Kong/NS78/2005,2005,H1N1,Swine,Hong_Kong,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
CY086781,A/swine/Hong_Kong/116/2005,2005,H1N1,Swine,Hong_Kong,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
CY086783,A/swine/Hong_Kong/145/2005,2005,H1N2,Swine,Hong_Kong,1A.3.3.1,,1A.3.3.1,0,1A.3.3.1,match,,,,,1A.3.3.1,match,,,,
CY086785,A/swine/Hong_Kong/NS170/2005,2005,H1N1,Swine,Hong_Kong,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
CY086787,A/swine/Hong_Kong/283/2005,2005,H1N1,Swine,Hong_Kong,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
CY086789,A/swine/Hong_Kong/289/2005,2005,H1N1,Swine,Hong_Kong,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
CY086791,A/swine/Hong_Kong/NS206/2005,2005,H1N1,Swine,Hong_Kong,1A.1.3,,1A.1.3,0,1A.1.3,match,,,,,,,,,,
CY086793,A/swine/Hong_Kong/NS399/2005,2005,H1N2,Swine,Hong_Kong,1A.3.3.1,,1A.3.3.1,0,1A.3.3.1,match,,,,,,,,,,
CY086795,A/swine/Hong_Kong/562/2005,2005,H1N2,Swine,Hong_Kong,1A.3.3.1,,1A.3.3.1,0,1A.3.3.1,match,,,,,1A.3.3.1,match,,,,
CY086797,A/swine/Hong_Kong/577/2005,2005,H1N1,Swine,Hong_Kong,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
CY086799,A/swine/Hong_Kong/NS856/2005,2005,H1N2,Swine,Hong_Kong,1A.3.3.1,,1A.3.3.1,0,1A.3.3.1,match,,,,,,,,,,
CY086801,A/swine/Hong_Kong/NS883/2005,2005,H1N2,Swine,Hong_Kong,1A.3.3.1,,1A.3.3.1,0,,,,,,,,,,,,
CY086803,A/swine/Hong_Kong/1306/2005,2005,H1N2,Swine,Hong_Kong,1A.3.3.1,,1A.3.3.1,0,1A.3.3.1,match,,,,,,,,,,
CY086805,A/swine/Hong_Kong/1447/2005,2005,H1N2,Swine,Hong_Kong,1A.3.3.1,,1A.3.3.1,0,,,,,,,,,,,,
CY086807,A/swine/Hong_Kong/1462/2005,2005,H1N2,Swine,Hong_Kong,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
CY086809,A/swine/Hong_Kong/1463/2005,2005,H1N2,Swine,Hong_Kong,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
CY086811,A/swine/Hong_Kong/1674/2005,2005,H1N1,Swine,Hong_Kong,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
CY086813,A/swine/Hong_Kong/1680/2005,2005,H1N1,Swine,Hong_Kong,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
CY086815,A/swine/Hong_Kong/1698/2005,2005,H1N1,Swine,Hong_Kong,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
CY086817,A/swine/Hong_Kong/1746/2005,2005,H1N1,Swine,Hong_Kong,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
CY086819,A/swine/Hong_Kong/31/2006,2006,H1N2,Swine,Hong_Kong,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
CY086821,A/swine/Hong_Kong/68/2006,2006,H1N1,Swine,Hong_Kong,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
CY086823,A/swine/Hong_Kong/NS378/2006,2006,H1N2,Swine,Hong_Kong,1A.1.3,,1A.1.3,0,,,,,,,,,,,,
CY086825,A/swine/Hong_Kong/533/2006,2006,H1N1,Swine,Hong_Kong,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
CY086827,A/swine/Hong_Kong/823/2006,2006,H1N2,Swine,Hong_Kong,1A.3.3.1,,1A.3.3.1,0,,,,,,,,,,,,
CY086829,A/swine/Hong_Kong/870/2006,2006,H1N1,Swine,Hong_Kong,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
CY086831,A/swine/Hong_Kong/1245/2006,2006,H1N1,Swine,Hong_Kong,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
CY086833,A/swine/Hong_Kong/NS892/2006,2006,H1N2,Swine,Hong_Kong,1A.1.3,,1A.1.3,0,,,,,,,,,,,,
CY086835,A/swine/Hong_Kong/NS893/2006,2006,H1N2,Swine,Hong_Kong,1A.1.3,,1A.1.3,0,1A.1.3,match,,,,,,,,,,
CY086839,A/swine/Hong_Kong/1435/2006,2006,H1N1,Swine,Hong_Kong,Other-Human,human-to-swine-Sw1B.2-like,Other-Human,0,,,,,,,,,,,,
CY086841,A/swine/Hong_Kong/1725/2006,2006,H1N1,Swine,Hong_Kong,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
CY086843,A/swine/Hong_Kong/1726/2006,2006,H1N1,Swine,Hong_Kong,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
CY086847,A/swine/Hong_Kong/NS26/2007,2007,H1N1,Swine,Hong_Kong,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
CY086853,A/swine/Hong_Kong/NS133/2007,2007,H1N1,Swine,Hong_Kong,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
